code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country
1535524,TRUE,BOLANOS LOPEZ Victor,BOLANOS LOPEZ V,Victor BOLANOS LOPEZ,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0,0,['Sailing'],"[""Men's Kite""]",1994-09-19,RESTREPO VALLE DEL CAUCA,Colombia,SANTIAGO DE CALI,Colombia
1535609,TRUE,ABDOLI Samyar,ABDOLI S,Samyar ABDOLI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Swimming'],"[""Men's 100m Freestyle""]",2002-12-25,,,,
1535660,TRUE,SIMWAKA Asimenye,SIMWAKA A,Asimenye SIMWAKA,Female,Athlete,MAW,Malawi,Malawi,Malawi,Malawi,MAW,168,0,['Athletics'],"[""Women's 100m""]",1997-08-08,,Malawi,,Malawi
1535693,TRUE,AL MARZOOQI Omar Abdul Aziz,AL MARZOOQI OAA,Omar Abdul Aziz AL MARZOOQI,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",2003-03-28,,,ABU DHABI,UA Emirates
1535729,TRUE,SERRANO Franco,SERRANO F,Franco SERRANO,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,0,0,['Modern Pentathlon'],"[""Men's Individual""]",2000-11-22,BUENOS AIRES,Argentina,BUENOS AIRES,Argentina
1535766,TRUE,KUMEL SAADI,KUMEL SAADI,KUMEL SAADI,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,191,0,['Football'],['Men'],2004-08-19,AARAU,Switzerland,,Iraq
1535776,TRUE,JOSEF AL IMAM,JOSEF AL IMAM,JOSEF AL IMAM,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,182,0,['Football'],['Men'],2004-07-27,,Sweden,,Sweden
1535804,TRUE,MUNTADHER ABDULAMEER,MUNTADHER ABDULAM,MUNTADHER ABDULAMEER,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,165,0,['Football'],['Men'],2001-10-06,,Iraq,,Iraq
1535805,TRUE,MUNTADHER MOHAMMED,MUNTADHER MOHAMMED,MUNTADHER MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,170,0,['Football'],['Men'],2001-06-05,,Iraq,,IR Iran
1535852,TRUE,MAEDER Maximilian,MAEDER M,Maximilian MAEDER,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,0,0,['Sailing'],"[""Men's Kite""]",2006-09-12,FLAWIL,Singapore,,
1535853,TRUE,LO Ryan,LO R,Ryan LO,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,0,0,['Sailing'],"[""Men's Dinghy""]",1997-02-26,,Singapore,,Singapore
1535854,TRUE,SIM En Yi Letitia,SIM EYL,En Yi Letitia SIM,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,0,0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",2003-03-03,,Singapore,SINGAPORE,Singapore
1535856,TRUE,TAN Jonathan Eu Jin,TAN JEJ,Jonathan Eu Jin TAN,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,0,0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",2002-03-11,SINGAPORE,Singapore,"STANFORD, CA",United States
1535858,TRUE,PEREIRA Veronica Shanti,PEREIRA VS,Veronica Shanti PEREIRA,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,164,0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1996-09-20,,Singapore,SINGAPORE,Singapore
1535910,TRUE,ZAID TAHSEEN,ZAID TAHSEEN,ZAID TAHSEEN,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,187,0,['Football'],['Men'],2001-01-29,NAJAF,Iraq,,Iraq
1535913,TRUE,HUSSEIN AMER,HUSSEIN AMER,HUSSEIN AMER,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,182,0,['Football'],['Men'],2002-04-28,MUTHANNA,Iraq,,
1535914,TRUE,ANAK LISES Bertrand Rhodict,ANAK LISES BR,Bertrand Rhodict ANAK LISES,Male,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,0,0,['Diving'],"[""Men's 10m Platform""]",2005-05-28,SARAWAK,Malaysia,KUALA LUMPUR,Malaysia
1535916,TRUE,HUSSEIN LAWEND,HUSSEIN LAWEND,HUSSEIN LAWEND,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,180,0,['Football'],['Men'],2001-01-20,,Iraq,,Iraq
1535918,TRUE,WONG Guanjie Johnathan,WONG GJ,Guanjie Johnathan WONG,Male,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,0,0,['Shooting'],['10m Air Pistol Men'],1992-08-23,MELAKA,Malaysia,KUALA LUMPUR,Malaysia
1535925,TRUE,MOHAMAD ZUBIR Nur Aisyah,MOHAMAD ZUBIR NA,Nur Aisyah MOHAMAD ZUBIR,Female,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,0,0,['Cycling Road'],"[""Women's Road Race""]",1997-10-04,KEMAMAN,Malaysia,KUALA TERENGGANU,Malaysia
1535926,TRUE,MOHAMAD LATIF Nur Shazrin,MOHAMAD LATIF NS,Nur Shazrin MOHAMAD LATIF,Female,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,0,0,['Sailing'],"[""Women's Dinghy""]",1998-02-02,JOHOR,Malaysia,LANGKAWI,Malaysia
1535927,TRUE,ALI JASIM,ALI JASIM,ALI JASIM,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,178,0,['Football'],['Men'],2004-01-20,BAGHDAD,Iraq,,Iraq
1535928,TRUE,KARRAR SAAD,KARRAR SAAD,KARRAR SAAD,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,176,0,['Football'],['Men'],2001-03-22,,Iraq,,Iraq
1535929,TRUE,KARRAR MOHAMMED,KARRAR MOHAMMED,KARRAR MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,183,0,['Football'],['Men'],2001-01-06,,Iraq,,Iraq
1535930,TRUE,NIHAD MOHAMMED,NIHAD MOHAMMED,NIHAD MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,177,0,['Football'],['Men'],2001-01-14,,Iraq,,Iraq
1535959,TRUE,DOUA Camil,DOUA C,Camil DOUA,Male,Athlete,MTN,Mauritania,Mauritania,Mauritania,Mauritania,MTN,0,0,['Swimming'],"[""Men's 50m Freestyle""]",2002-02-23,VALENCIENNES,France,,France
1535993,TRUE,CHEW Caroline,CHEW C,Caroline CHEW,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,0,0,['Equestrian'],['Dressage Individual'],1992-04-18,SINGAPORE,Singapore,LONDON,Great Britain
1536032,TRUE,HERNANDEZ FLORES Margarita,HERNANDEZ FLORES M,Margarita HERNANDEZ FLORES,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,149,0,['Athletics'],"[""Women's Marathon""]",1985-12-03,SAN ANDRES CUEXCONTITLAN,Mexico,TOLUCA,Mexico
1536045,TRUE,SALIMI Arian,SALIMI A,Arian SALIMI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Taekwondo'],['Men +80kg'],2003-12-16,KERMANSHAH,IR Iran,,IR Iran
1536058,TRUE,BARKHORDARI Mehran,BARKHORDARI M,Mehran BARKHORDARI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Taekwondo'],['Men -80kg'],2000-07-26,QAZVIN,IR Iran,,IR Iran
1536064,TRUE,NEMATZADEH Mobina,NEMATZADEH M,Mobina NEMATZADEH,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Taekwondo'],['Women -49kg'],2005-05-17,,IR Iran,,IR Iran
1536067,TRUE,KIYANICHANDEH Nahid,KIYANICHANDEH N,Nahid KIYANICHANDEH,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Taekwondo'],['Women -57kg'],1998-08-01,ESFAHAN,IR Iran,,IR Iran
1536157,TRUE,MPALI Adam,MPALI A,Adam MPALI,Male,Athlete,GAB,Gabon,Gabon,Gabon,Gabon,GAB,0,0,['Swimming'],"[""Men's 50m Freestyle""]",2002-05-29,,,,
1536175,TRUE,AMISON Naima-Zahra,AMISON NZ,Naima-Zahra AMISON,Female,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,0,0,['Swimming'],"[""Women's 50m Freestyle""]",2003-10-10,,,,
1536184,TRUE,STREHLKE DELGADO Paulo,STREHLKE DELGADO P,Paulo STREHLKE DELGADO,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Marathon Swimming'],"[""Men's 10km""]",2006-01-10,CUERNAVACA,Mexico,,
1536190,TRUE,SANDOVAL AYALA Martha,SANDOVAL AYALA M,Martha SANDOVAL AYALA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Marathon Swimming'],"[""Women's 10km""]",1998-08-14,,,BAJA CALIFORNIA,Mexico
1536196,TRUE,ESTUDILLO TORRES Alejandra,ESTUDILLO TORRES A,Alejandra ESTUDILLO TORRES,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Women's 3m Springboard""]",2005-05-20,CHIAPAS,Mexico,,
1536197,TRUE,CELAYA HERNANDEZ Juan Manuel,CELAYA HERNANDEZ J,Juan Manuel CELAYA HERNANDEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Men's Synchronised 3m Springboard""]",1998-09-01,MONTERREY,Mexico,,
1536198,TRUE,VAZQUEZ MONTANO Aranza,VAZQUEZ MONTANO A,Aranza VAZQUEZ MONTANO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Women's 3m Springboard""]",2002-08-21,LA PAZ,Mexico,,
1536207,TRUE,ALIPOUR SHENAZANDIFARD Reza,ALI POUR R,Reza ALI POUR,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,170,0,['Sport Climbing'],"[""Men's Speed""]",1994-04-29,QAZVIN,IR Iran,,
1536214,TRUE,ALAMIAN Nima,ALAMIAN N,Nima ALAMIAN,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Table Tennis'],"[""Men's Singles""]",1992-12-24,BABOL,IR Iran,,
1536215,TRUE,ALAMIYAN Noshad,ALAMIYAN N,Noshad ALAMIYAN,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Table Tennis'],"[""Men's Singles""]",1991-11-21,BABOL,IR Iran,,
1536233,TRUE,YASEEN Taha Hussein,YASEEN TH,Taha Hussein YASEEN,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,171,0,['Athletics'],"[""Men's 100m""]",1998-01-01,,Iraq,,
1536251,TRUE,MAAN Tulika,MAAN T,Tulika MAAN,Female,Athlete,IND,India,India,India,India,IND,0,0,['Judo'],['Women +78 kg'],1998-09-09,NEW DELHI,India,NEW DELHI,India
1536341,TRUE,ANCER Abraham,ANCER A,Abraham ANCER,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,170,0,['Golf'],"[""Men's Individual Stroke Play""]",1991-02-27,"MCALLEN, TX",United States,,
1536368,TRUE,SHARMA Shubhankar,SHARMA S,Shubhankar SHARMA,Male,Athlete,IND,India,India,India,India,IND,177,0,['Golf'],"[""Men's Individual Stroke Play""]",1996-07-21,JHANSI,India,,
1536371,TRUE,BHULLAR Gaganjeet,BHULLAR G,Gaganjeet BHULLAR,Male,Athlete,IND,India,India,India,India,IND,184,0,['Golf'],"[""Men's Individual Stroke Play""]",1988-04-27,AMRITSAR,India,,India
1536372,TRUE,GIRMA Ermias,GIRMA E,Ermias GIRMA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,176,0,['Athletics'],"[""Men's 1500m""]",2005-01-20,EZHA DISTRICT,Ethiopia,ADDIS ABABA,Ethiopia
1536460,TRUE,ROJAS Carlos,ROJAS C,Carlos ROJAS,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",2000-01-14,,,,
1536467,TRUE,MARTINEZ WING Bruno,MARTINEZ WING B,Bruno MARTINEZ WING,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",1998-03-08,,,SALTILLO,Mexico
1536479,TRUE,VAZQUEZ Ana,VAZQUEZ A,Ana VAZQUEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",2000-10-05,RAMOS ARIZPE,Mexico,MONCLOVA,Mexico
1536494,TRUE,RIVERA Edgar,RIVERA E,Edgar RIVERA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,198,0,['Athletics'],"[""Men's High Jump""]",1991-02-13,AGUA PRIETA,Mexico,ZURICH,Switzerland
1536495,TRUE,TAMAYO-GARZA Cecilia,TAMAYO-GARZA C,Cecilia TAMAYO-GARZA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,167,0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1997-03-04,LEON,Mexico,"HOUSTON, TX",United States
1536496,TRUE,ALEMU Habitam,ALEMU H,Habitam ALEMU,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,170,0,['Athletics'],"[""Women's 800m""]",1997-07-09,MERAWI,Ethiopia,ADDIS ABABA,Ethiopia
1536497,TRUE,MESELE Worknesh,MESELE W,Worknesh MESELE,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,172,0,['Athletics'],"[""Women's 800m""]",2001-06-11,SHEBEDINO,Ethiopia,ADDIS ABABA,Ethiopia
1536498,TRUE,DUGUMA Tsige,DUGUMA T,Tsige DUGUMA,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,164,0,['Athletics'],"[""Women's 800m""]",2001-02-23,"KAMASHI ZONE, BENISHANGUL-GUMUZ",Ethiopia,ADDIS ABABA,Ethiopia
1536522,TRUE,ASHOK Aditi,ASHOK A,Aditi ASHOK,Female,Athlete,IND,India,India,India,India,IND,173,0,['Golf'],"[""Women's Individual Stroke Play""]",1998-03-29,BENGALURU,India,BENGALURU,India
1536523,TRUE,DAGAR Diksha,DAGAR D,Diksha DAGAR,Female,Athlete,IND,India,India,India,India,IND,175,0,['Golf'],"[""Women's Individual Stroke Play""]",2000-12-14,JHAJJAR,India,DELHI,India
1536568,TRUE,FAYISA Abdisa,FAYISA A,Abdisa FAYISA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,173,0,['Athletics'],"[""Men's 1500m""]",2005-04-24,"LEMEN DISTRICT, OROMIA REGION",Ethiopia,"SULULTA, OROMIA REGION",Ethiopia
1536585,TRUE,GUERRERO Ilse,GUERRERO I,Ilse GUERRERO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,156,0,['Athletics'],"[""Women's 20km Race Walk""]",1993-03-24,GUADALUPE,Mexico,ZACATECAS,Mexico
1536599,TRUE,CHAMA Noel,CHAMA N,Noel CHAMA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,176,0,['Athletics'],"[""Men's 20km Race Walk""]",1997-09-15,IXTAPALUCA,Mexico,MEXICO CITY,Mexico
1536600,TRUE,ORTIZ Ricardo,ORTIZ R,Ricardo ORTIZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,168,0,['Athletics'],"[""Men's 20km Race Walk""]",1995-02-07,CORDOBA,Mexico,MEXICO CITY,Mexico
1536624,TRUE,SHAHSAVARI Neda,SHAHSAVARI N,Neda SHAHSAVARI,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Table Tennis'],"[""Women's Singles""]",1986-09-21,KERMANSHAH,IR Iran,,
1536632,TRUE,FALLAH Mobina,FALLAH M,Mobina FALLAH,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Archery'],"[""Women's Individual""]",1999-08-13,,,,
1536648,TRUE,LOH Kean Yew,LOH KY,Kean Yew LOH,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,175,0,['Badminton'],"[""Men's Singles""]",1997-06-26,PENANG,Malaysia,,Singapore
1536649,TRUE,HEE Yong Kai Terry,HEE YKT,Yong Kai Terry HEE,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,171,0,['Badminton'],['Mixed Doubles'],1995-07-06,,Singapore,,
1536650,TRUE,TAN Wei Han Jessica,TAN WHJ,Wei Han Jessica TAN,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,167,0,['Badminton'],['Mixed Doubles'],1993-07-16,,Singapore,,Singapore
1536651,TRUE,YEO Jia Min,YEO JM,Jia Min YEO,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,163,0,['Badminton'],"[""Women's Singles""]",1999-02-01,,Singapore,,Singapore
1536669,TRUE,LABIB Ali,LABIB A,Ali LABIB,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Cycling Road'],"[""Men's Road Race""]",2002-09-21,TABRIZ,IR Iran,,
1536683,TRUE,FASIHI Farzaneh,FASIHI F,Farzaneh FASIHI,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,161,0,['Athletics'],"[""Women's 100m""]",1993-01-03,ISFAHAN,IR Iran,TEHERAN,IR Iran
1536701,TRUE,TAFTIAN Hassan,TAFTIAN H,Hassan TAFTIAN,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,182,0,['Athletics'],"[""Men's 100m""]",1993-05-04,TORBAT-E HEYDARIEH,IR Iran,,
1536721,TRUE,PANWAR Balraj,PANWAR B,Balraj PANWAR,Male,Athlete,IND,India,India,India,India,IND,0,0,['Rowing'],"[""Men's Single Sculls""]",1999-07-26,KAIMLA,India,,
1536885,TRUE,RICKETTS Shanieka,RICKETTS S,Shanieka RICKETTS,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,188,0,['Athletics'],"[""Women's Triple Jump""]",1992-02-02,ST ANDREW,Jamaica,KINGSTON,Jamaica
1536925,TRUE,HARRIS Naquille,HARRIS N,Naquille HARRIS,Male,Athlete,SKN,St Kitts and Nevis,Saint Kitts and Nevis,St Kitts and Nevis,Saint Kitts and Nevis,SKN,175,0,['Athletics'],"[""Men's 100m""]",2002-05-16,"NEW YORK CITY, NY",United States,,United States
1536961,TRUE,DAVOUDI Ali,DAVOUDI A,Ali DAVOUDI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Weightlifting'],"[""Men's +102kg""]",1999-03-22,,IR Iran,TEHRAN,IR Iran
1536971,TRUE,JAVADI ALIABADI Mir Mostafa,JAVADI ALIABADI MM,Mir Mostafa JAVADI ALIABADI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Weightlifting'],"[""Men's 89kg""]",2000-06-22,,,,
1536983,TRUE,WELTEJI Diribe,WELTEJI D,Diribe WELTEJI,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,166,0,['Athletics'],"[""Women's 1500m""]",2002-05-13,"WEST SHEWA, OROMIA REGION",Ethiopia,LEGETAFO,Ethiopia
1536990,TRUE,HAYLOM Birke,HAYLOM B,Birke HAYLOM,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,164,0,['Athletics'],"[""Women's 1500m""]",2006-01-06,"ALAJE, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia
1536992,TRUE,HAILU Freweyni,HAILU F,Freweyni HAILU,Female,Alternate Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,166,0,['Athletics'],"[""Women's 5000m""]",2001-02-12,"WERIE LEHE, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia
1536996,TRUE,AGHAMIRZAEIJENAGHARD Ali,AGHAMIRZAEIJENAGH,Ali AGHAMIRZAEIJENAGHARD,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0,0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1993-03-04,BANDAR-E ANZALI,IR Iran,BANDAR-E ANZALI,IR Iran
1536997,TRUE,MAYALA Freddy,MAYALA F,Freddy MAYALA,Male,Athlete,CGO,Congo,Congo,Congo,Congo,CGO,0,0,['Swimming'],"[""Men's 50m Freestyle""]",2000-06-18,,,,
1536998,TRUE,AREGAWI Berihu,AREGAWI B,Berihu AREGAWI,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,171,0,['Athletics'],"[""Men's 10,000m""]",2001-02-28,"ATSBI WENBERTA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia
1536999,TRUE,KEJELCHA Yomif,KEJELCHA Y,Yomif KEJELCHA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,185,0,['Athletics'],"[""Men's 10,000m""]",1997-08-01,ELFETA,Ethiopia,LEGETAFO,Ethiopia
1537001,TRUE,GEBRHIWET Hagos,GEBRHIWET H,Hagos GEBRHIWET,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,173,0,['Athletics'],"[""Men's 5000m""]",1994-05-11,"ATSBI WENBERTA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia
1537002,TRUE,BOBIMBO Vanessa,BOBIMBO V,Vanessa BOBIMBO,Female,Athlete,CGO,Congo,Congo,Congo,Congo,CGO,0,0,['Swimming'],"[""Women's 50m Freestyle""]",1999-12-08,,,,
1537010,TRUE,NGOYE Natacha,NGOYE N,Natacha NGOYE,Female,Athlete,CGO,Congo,Congo,Congo,Congo,CGO,168,0,['Athletics'],"[""Women's 100m""]",1993-08-15,POINTE-NOIRE,Congo,,France
1537012,TRUE,SAIKHOM Mirabai Chanu,SAIKHOM MC,Mirabai Chanu SAIKHOM,Female,Athlete,IND,India,India,India,India,IND,0,0,['Weightlifting'],"[""Women's 49kg""]",1994-08-08,NONGPOK KAKCHING,India,MANIPUR,India
1537049,TRUE,BAREGA Selemon,BAREGA S,Selemon BAREGA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,170,0,['Athletics'],"[""Men's 10,000m""]",2000-01-20,"BITANA VILLAGE, GURAGE ZONE",Ethiopia,ADDIS ABABA,Ethiopia
1537052,TRUE,TEFERA Samuel,TEFERA S,Samuel TEFERA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,175,0,['Athletics'],"[""Men's 1500m""]",1999-10-23,"MIDAKEGN, OROMIA REGION",Ethiopia,BURAYU,Ethiopia
1537053,TRUE,YIHUNE Addisu,YIHUNE A,Addisu YIHUNE,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,170,0,['Athletics'],"[""Men's 5000m""]",2003-03-17,"DEGA DAMOT DISTRICT, AMHARA REGION",Ethiopia,ADDIS ABABA,Ethiopia
1537057,TRUE,MEHARY Biniam,MEHARY B,Biniam MEHARY,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,177,0,['Athletics'],"[""Men's 5000m""]",2006-12-20,"FREWEYNI (SINKATA), TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia
1537066,TRUE,TAYE Ejgayehu,TAYE E,Ejgayehu TAYE,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,165,0,['Athletics'],"[""Women's 5000m""]",2000-02-10,"MENDIDA, OROMIA REGION",Ethiopia,,Ethiopia
1537069,TRUE,EISA Medina,EISA M,Medina EISA,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,162,0,['Athletics'],"[""Women's 5000m""]",2005-01-03,DEBRE MARKOS,Ethiopia,ADDIS ABABA,Ethiopia
1537079,TRUE,GEBRESELAMA Tsigie,GEBRESELAMA T,Tsigie GEBRESELAMA,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,167,0,['Athletics'],"[""Women's 10,000m""]",2000-09-30,"SAESI TSAEDAEMBA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia
1537135,TRUE,ZENG Jian,ZENG J,ZENG Jian,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,0,0,['Table Tennis'],"[""Women's Singles""]",1996-11-19,LOUDI,China,,
1537137,TRUE,QUEK Izaac,QUEK I,QUEK Izaac,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,0,0,['Table Tennis'],"[""Men's Singles""]",2006-05-26,,,,
1537144,TRUE,VEGA Jerome,VEGA J,Jerome VEGA,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,178,0,['Athletics'],"[""Men's Hammer Throw""]",1995-04-07,LUQUILLO,Puerto Rico,LUQUILLO,Puerto Rico
1537145,TRUE,OWENS-DELERME Ayden,OWENS-DELERME A,Ayden OWENS-DELERME,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,184,0,['Athletics'],"[""Men's Decathlon""]",2000-05-28,"PITTSBURGH, PA",United States,SAN GERMAN,Puerto Rico
1537149,TRUE,de ORBETA Rachelle,de ORBETA R,Rachelle de ORBETA,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,154,0,['Athletics'],"[""Women's 20km Race Walk""]",2000-03-27,,Puerto Rico,BOGOTA,Colombia
1537150,TRUE,SCOTT Gabby,SCOTT G,Gabby SCOTT,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,165,0,['Athletics'],"[""Women's 400m""]",1997-01-13,WEISBADEN,Germany,"ORLANDO, FL",United States
1537163,TRUE,D'AMOUR Nicholas,D'AMOUR N,Nicholas D'AMOUR,Male,Athlete,ISV,"Virgin Islands, US","Virgin Islands, US",United States,United States of America,USA,0,0,['Archery'],"[""Men's Individual""]",2001-09-04,NEW JERSEY,United States,CHARLOTTE AMALIE,"Virgin Islands, US"
